AAPL,GOOGL,MSFT
-0.028575995317286645,-0.019237892566571133,-0.00923845633999168
9.399756778096392e-05,-0.02498911082911583,-0.014786134790690356
0.013924727282142151,-0.0029452318255930865,0.012625557295363937
0.03770260761408201,0.0034781116469233845,0.028993324689590188
0.0010718185408643826,-0.012286503943013878,-0.008440686408980812
-0.024949590776683194,-0.00733626384748084,-0.012581080151823637
0.008839641135784079,0.009490852758134877,-0.005163581944904676
-0.003817523783188861,0.008196682924290781,-0.008665698018547482
-0.027515430788814296,-0.0038022417389165456,-0.010498612822581382
-0.0078003716010877815,0.012716255546278364,0.01657229397439982
0.025430680005068994,-0.0010192666788831433,0.003238708307787139
0.007605639128530581,0.020285505932172362,-0.010182938712894116
0.025682913091185228,0.031978078730471454,0.02600896067378424
0.00514695633628394,0.008617058758558274,0.0010605264189218347
0.001061559238156543,-0.009697205416203378,-0.0036097619988762443
-0.035641141918641414,-0.029361840591546166,-0.09709871885082486
0.05499291369341645,-0.016950606769738384,-0.035066369508544
0.030658411540513998,0.0015600091928666905,0.019712597998574586
-0.014742007607935164,0.046297728148432124,-0.03907811620056603
0.012468652843632059,-0.01000249625137763,0.02154839931349965
0.00016837008596005924,0.0020647640251937,0.007722204816560274
0.007640493353426859,-0.013592775413835287,0.005751970548964831
0.007112122843329629,0.007064906988906863,0.014474534908870422
-0.00845652360812602,0.007614938210340949,-0.0009424596390906225
0.00662062203878374,-0.008653403624394831,-0.0011798777006432
0.019029503020509046,0.020347558602898462,0.005649901281538454
0.023168233868735455,-0.00400672232753529,-0.00517774104394055
0.012572548577010298,0.014778832503548492,0.01661421316882123
0.00489093839407736,0.009387764514499632,0.017939814247220163
0.00588427307848265,-0.011220973709747808,0.00045896044843075196
0.00693825495939722,-0.004339727811712444,-0.0011476945985068542
-0.002099674587879186,0.006978277745677817,-0.0006896160052550659
0.00814094447644155,-0.008545793773646185,0.00824154449335908
0.026668483693126972,-0.012630238465848223,0.0065899718084921595
-0.006260171008100133,0.006799323954011092,-0.0013596173327516952
-0.025905658244654305,0.015985867336445296,-0.002270715286456928
0.012576612583088634,0.021616202808799435,0.0015901625316199666
-0.01514243128455757,0.005954156253884701,-0.004777689685623845
0.004892507153059799,0.02178252905980366,0.0006838108902541054
0.0020892753609956316,0.0065349536033526105,-0.013768007583827575
-0.006359025824587634,-0.0007950286522270825,-0.005095970294008278
-0.016709510837090564,0.005345934504206809,0.0011606255854128198
0.001501754505778044,-0.014779352550294304,-0.017550758855678646
0.0042561201428679,0.0020923657390245457,0.011501217646140743
-0.02090249794972187,-0.025134826940141037,-0.01932214054688409
-0.018399860435569796,-0.007458252339528526,-0.001190045190645397
0.01791765768614404,0.0098133392748992,-0.023133718552643012
-0.006934059970887493,-0.014665898666663759,0.00873764492569909
0.01094375335128938,0.015503130655065254,0.004341210685400006
0.016588446977257847,-0.007201265837063771,0.0033622297378425783
0.011193480574234905,0.015216865938618289,0.01900348106071472
-0.007579313420252168,-0.004407700722891824,-0.00495370269268949
-0.012628126844848247,0.002268094958659072,0.013854391073502411
0.010351269345711626,0.0007432603585993458,-0.0004661448813713397
-0.004096099270943137,0.021297297710962552,0.0009327950929770098
-0.026474268852033536,-0.018418427976983825,-0.03414269592281374
0.0069460986031699215,-0.005943466549579692,-0.006047654573951448
-0.008000220894460171,-0.010863635706640949,-0.00584145925690124
0.024999391503639286,0.006418267140995236,-0.0002440731474907532
-0.015470655396925147,-0.01154291182425957,-0.007351122546071074
-0.0014477549076914445,-0.009436933984371761,0.0014749889579709207
0.008574644613191525,-0.014998346179753345,-0.010616068936523022
0.01606858012477706,0.004865101114626729,0.030794002132464374
-0.010577673005610485,0.0016714873605208087,-0.0004816024342482253
-0.0032591596806144226,0.007278126972090496,-0.002652112094171847
0.007614247744685806,-0.0014952713238526969,0.0014473037898352977
0.004257664510591518,0.0009485450079466089,0.005769526287843295
-0.001968991424857094,0.00018229863518886506,0.0009585894575671668
-0.004345178214185487,-0.016280842417132332,-0.002637910021269057
0.0037934730958865074,0.00233154756647528,0.014539717436956317
-0.0048232120073903395,0.004573210579831284,-0.0023693712972120704
-0.011318468192940745,-0.020032966248619017,-0.012890888754905527
0.022588766841195592,0.021889520218352006,0.03052428077927181
-0.005422367343294088,-0.00296108802963236,-0.006312385163155737
0.013383972184396388,0.011464359279948351,0.008174934622377894
0.008130361348663726,0.014964409651691712,0.008108544431192537
0.004693397933292168,0.028646232963410262,0.09941288228994782
0.018028164544266246,-0.013230868223725004,0.003336850212469697
-0.015881292493680463,-0.003095956790903094,0.023254425944104394
-0.014814750079662287,-0.0052942681729368545,-0.002036472171206819
-0.02750502781680106,-0.022736407767560193,-0.008597833237459768
0.029911644978722424,0.004345744272628676,0.0004112182357051463
-0.0019404495997125146,0.003043505365805248,-0.008668724723148233
-0.022790622377986475,-0.01788560480843612,-0.013355945452697532
-0.006299767987499131,-0.01476673818890102,-0.028122472980747795
0.006166164484043702,0.012923493492202138,0.00903381825238255
