date,ticker,close,high,low,open,volume,returns,garch_vol
2015-01-03,AAPL,24.261051177978516,24.729274281755732,23.821675325324954,24.71817827354724,212818400.0,0.0,0.01668312182795968
2015-01-04,AAPL,24.261051177978516,24.729274281755732,23.821675325324954,24.71817827354724,212818400.0,0.0,0.01623377651530384
2015-01-05,AAPL,23.57756805419922,24.110144047673025,23.391167387640213,24.03025756400133,257142000.0,-0.028172032562203575,0.015804424684485733
2015-01-06,AAPL,23.57979965209961,23.83943001030047,23.21809075132821,23.64193323939418,263188400.0,9.464919771451363e-05,0.016724339041682575
2015-01-07,AAPL,23.910438537597656,24.010295840363796,23.677435907125776,23.788389218205115,160423600.0,0.014022124461460672,0.016272870987127236
2015-01-08,AAPL,24.82912254333496,24.886818717588337,24.121240141303762,24.23885202924671,237458000.0,0.038421880229956074,0.01610226458717753
2015-01-09,AAPL,24.85575294494629,25.13091659074848,24.456320480868424,25.002210386433102,214798000.0,0.0010725470287904493,0.01776231944157421
2015-01-10,AAPL,24.85575294494629,25.13091659074848,24.456320480868424,25.002210386433102,214798000.0,0.0,0.017264089414963362
2015-01-11,AAPL,24.85575294494629,25.13091659074848,24.456320480868424,25.002210386433102,214798000.0,0.0,0.01678919732487442
2015-01-12,AAPL,24.24329376220703,24.99333738994218,24.14343647883557,24.98668046345246,198603200.0,-0.024640540324640803,0.016335162887674087
2015-01-13,AAPL,24.458545684814453,25.031065118246495,24.16784858103106,24.727052467234984,268367600.0,0.008878823344663722,0.016907441409857848
2015-01-14,AAPL,24.365346908569336,24.518461321069434,24.076867632996397,24.196697407787628,195826400.0,-0.0038104790630696384,0.016538704328222076
2015-01-15,AAPL,23.704065322875977,24.42304230497845,23.66856114368005,24.40972844940662,240056000.0,-0.027140249148711493,0.016131019920489598
2015-01-16,AAPL,23.519878387451172,23.872710736727925,23.3445719827557,23.750661438201686,314053200.0,-0.007770267796513908,0.016924501913194806
2015-01-17,AAPL,23.519878387451172,23.872710736727925,23.3445719827557,23.750661438201686,314053200.0,0.0,0.016581173799039513
2015-01-18,AAPL,23.519878387451172,23.872710736727925,23.3445719827557,23.750661438201686,314053200.0,0.0,0.016136345967575325
2015-01-19,AAPL,23.519878387451172,23.872710736727925,23.3445719827557,23.750661438201686,314053200.0,0.0,0.01571135811417121
2015-01-20,AAPL,24.125682830810547,24.181159473930325,23.633049969024885,23.930403963500748,199599600.0,0.02575712481925918,0.015305533204931642
2015-01-21,AAPL,24.309860229492188,24.644937859669337,24.025818458416737,24.17671496151428,194303600.0,0.007634080244411923,0.015904439685080905
2015-01-22,AAPL,24.942298889160156,24.95783228139106,24.347589211871192,24.467418963229353,215185600.0,0.026015725869978912,0.015557263426377022
2015-01-23,AAPL,25.071006774902344,25.241874100812947,24.749241210117216,24.920110229040706,185859200.0,0.005160225459335033,0.016149861735624108
2015-01-24,AAPL,25.071006774902344,25.241874100812947,24.749241210117216,24.920110229040706,185859200.0,0.0,0.015748917097464232
2015-01-25,AAPL,25.071006774902344,25.241874100812947,24.749241210117216,24.920110229040706,185859200.0,0.0,0.015341390026179375
2015-01-26,AAPL,25.09763526916504,25.377238049714297,25.03106430723337,25.23965535290147,222460000.0,0.0010621230532055215,0.014952425658232996
2015-01-27,AAPL,24.218889236450195,24.960058254091365,24.19447937193723,24.94674270516679,382274800.0,-0.03501310076788278,0.014579393154584128
2015-01-28,AAPL,25.58804702758789,26.211605664482956,25.58804702758789,26.102870222038018,585908400.0,0.05653264184705331,0.01635350593595372
2015-01-29,AAPL,26.384693145751953,26.44904625819923,25.64352427568064,25.81217375336961,337745600.0,0.03113352563816818,0.02017717140322618
2015-01-30,AAPL,25.998577117919922,26.62879102622777,25.929784923186702,26.273740817813987,334982000.0,-0.01463409203582866,0.020698410394729326
2015-01-31,AAPL,25.998577117919922,26.62879102622777,25.929784923186702,26.273740817813987,334982000.0,0.0,0.02038159915408733
2015-02-01,AAPL,25.998577117919922,26.62879102622777,25.929784923186702,26.273740817813987,334982000.0,0.0,0.019774289720392437
2015-02-02,AAPL,26.32478141784668,26.44461119442779,25.758920559173443,26.19607686641939,250956400.0,0.01254700587833013,0.019192253907884198
2015-02-03,AAPL,26.329221725463867,26.426859490440915,26.09843862940438,26.295935392693256,207662800.0,0.0001686740545612242,0.01880879381342738
2015-02-04,AAPL,26.531147003173828,26.74195924487378,26.25376381121019,26.29592659815271,280598800.0,0.007669245973749073,0.01826695756799943
2015-02-05,AAPL,26.72051429748535,26.785121379792336,26.566793939593058,26.738335592846923,168984800.0,0.0071375464577114744,0.017808168286191254
2015-02-06,AAPL,26.495506286621094,26.789578935429713,26.38857000537499,26.73833824448596,174826400.0,-0.008420796409799425,0.017360938086498443
2015-02-07,AAPL,26.495506286621094,26.789578935429713,26.38857000537499,26.73833824448596,174826400.0,0.0,0.017013169956665967
2015-02-08,AAPL,26.495506286621094,26.789578935429713,26.38857000537499,26.73833824448596,174826400.0,0.0,0.016549271440220007
2015-02-09,AAPL,26.671504974365234,26.698237770325253,26.384115519933175,26.410850015587748,155559200.0,0.006642586325403155,0.01610585946191813
2015-02-10,AAPL,27.18389892578125,27.2128617162374,26.769525359250984,26.771751958752017,248034000.0,0.019211287548583922,0.015729704789340316
2015-02-11,AAPL,27.821060180664062,27.829971678923542,27.290838781933655,27.350989270567034,294247200.0,0.023438920834072396,0.0158486898262294
2015-02-12,AAPL,28.173057556152344,28.400296519331267,27.974781388106848,28.08394427058599,297898000.0,0.012652191296898208,0.01622453617910312
2015-02-13,AAPL,28.311182022094727,28.355737813123717,27.99260318712347,28.355737813123717,217088800.0,0.00490271478937232,0.016004453328820837
2015-02-14,AAPL,28.311182022094727,28.355737813123717,27.99260318712347,28.355737813123717,217088800.0,0.0,0.015606996335619603
2015-02-15,AAPL,28.311182022094727,28.355737813123717,27.99260318712347,28.355737813123717,217088800.0,0.0,0.015205910122242013
2015-02-16,AAPL,28.311182022094727,28.355737813123717,27.99260318712347,28.355737813123717,217088800.0,0.0,0.014823164017911063
2015-02-17,AAPL,28.478271484375,28.712193658661604,28.275538706700655,28.402524592820477,252609600.0,0.005901889301191066,0.014458120264024451
2015-02-18,AAPL,28.676546096801758,28.689912494707233,28.393611543375854,28.433712436786827,179566800.0,0.006962312039743734,0.014149299798792718
2015-02-19,AAPL,28.61639404296875,28.745608222318186,28.58966124703063,28.623077241953283,149449600.0,-0.002097604559138877,0.0138763992503732
2015-02-20,AAPL,28.850311279296875,28.850311279296875,28.527277585777046,28.654261744189217,195793600.0,0.008174238724029559,0.01357252414348021
2015-02-21,AAPL,28.850311279296875,28.850311279296875,28.527277585777046,28.654261744189217,195793600.0,0.0,0.013359310721436334
2015-02-22,AAPL,28.850311279296875,28.850311279296875,28.527277585777046,28.654261744189217,195793600.0,0.0,0.013064078191943869
2015-02-23,AAPL,29.630056381225586,29.630056381225586,28.885964051866292,28.9661658442121,283896400.0,0.027027268246088587,0.012783394643375327
2015-02-24,AAPL,29.44514274597168,29.763723273660514,29.222360396316702,29.616686107034898,276912400.0,-0.006240745305198692,0.013794261363844651
2015-02-25,AAPL,28.692136764526367,29.318158010503875,28.549556199464845,29.30924481303132,298846800.0,-0.025573181558045888,0.01357472438644482
2015-02-26,AAPL,29.05527687072754,29.155528259362143,28.206476567891034,28.692140512533417,365150000.0,0.012656432986550614,0.014543685032051818
